[1] data=5.738382, mean=5.738382, var=0.000000
[5621] data=2.130739, mean=2.999084, var=5.068446
[5622] data=0.509974, mean=2.998641, var=5.071301
[5623] data=1.790535, mean=2.998426, var=5.071947
[5624] data=3.272187, mean=2.998475, var=5.070766
[5625] data=5.028397, mean=2.998836, var=5.068434
[5626] data=2.382795, mean=2.998726, var=5.068257
[5627] data=2.070886, mean=2.998561, var=5.068497
[5628] data=4.502328, mean=2.998828, var=5.066397
[5629] data=1.892575, mean=2.998632, var=5.066892
[5630] data=2.957517, mean=2.998625, var=5.066036
[5631] data=3.150863, mean=2.998652, var=5.064979
[5632] data=2.534265, mean=2.998569, var=5.064612
[5633] data=0.049117, mean=2.998046, var=5.068396
[5634] data=1.479085, mean=2.997776, var=5.069522
[5635] data=0.131621, mean=2.997267, var=5.073128
[5636] data=3.799224, mean=2.997410, var=5.071489
[5637] data=3.384475, mean=2.997478, var=5.070204
[5638] data=4.589198, mean=2.997761, var=5.068062
[5639] data=8.001244, mean=2.998648, var=5.066284
[5640] data=1.271774, mean=2.998342, var=5.067750
[5641] data=1.289114, mean=2.998039, var=5.069185
[5642] data=8.636823, mean=2.999038, var=5.067930
[5643] data=2.537984, mean=2.998957, var=5.067559
[5644] data=3.192781, mean=2.998991, var=5.066462
[5645] data=2.981578, mean=2.998988, var=5.065583
[5646] data=2.122890, mean=2.998833, var=5.065752
[5647] data=2.525038, mean=2.998749, var=5.065398
[5648] data=1.017038, mean=2.998398, var=5.067300
[5649] data=1.569192, mean=2.998145, var=5.068281
[5650] data=3.565155, mean=2.998245, var=5.066839
[5651] data=3.567002, mean=2.998346, var=5.065396
[5652] data=4.151896, mean=2.998550, var=5.063512
[5653] data=-2.461422, mean=2.997584, var=5.073678
[5654] data=3.480152, mean=2.997669, var=5.072311
[5655] data=1.453297, mean=2.997396, var=5.073472
[5656] data=1.396700, mean=2.997113, var=5.074724
[5657] data=2.591971, mean=2.997042, var=5.074285
[5658] data=5.510948, mean=2.997486, var=5.071842
[5659] data=7.193436, mean=2.998227, var=5.069613
[5660] data=1.116357, mean=2.997895, var=5.071336
[5661] data=2.914251, mean=2.997880, var=5.070529
[5662] data=3.019154, mean=2.997884, var=5.069612
[5663] data=11.608840, mean=2.999405, var=5.072691
[5664] data=5.415505, mean=2.999831, var=5.070268
[5665] data=1.105972, mean=2.999497, var=5.072011
[5666] data=6.566915, mean=3.000126, var=5.069585
[5667] data=4.018022, mean=3.000306, var=5.067796
[5668] data=3.280902, mean=3.000356, var=5.066619
[5669] data=7.406006, mean=3.001133, var=5.064486
[5670] data=-1.022141, mean=3.000423, var=5.070704
[5671] data=7.935492, mean=3.001293, var=5.068883
[5672] data=1.701319, mean=3.001064, var=5.069662
[5673] data=0.384423, mean=3.000603, var=5.072743
[5674] data=3.772236, mean=3.000739, var=5.071138
[5675] data=-2.415983, mean=2.999784, var=5.081139
[5676] data=2.993111, mean=2.999783, var=5.080251
[5677] data=5.026584, mean=3.000140, var=5.077938
[5678] data=5.681433, mean=3.000612, var=5.075477
[5679] data=2.945424, mean=3.000603, var=5.074642
[5680] data=2.720493, mean=3.000553, var=5.074058
[5681] data=4.152475, mean=3.000756, var=5.072182
[5682] data=3.469911, mean=3.000839, var=5.070833
[5683] data=4.285087, mean=3.001065, var=5.068875
[5684] data=1.564628, mean=3.000812, var=5.069862
[5685] data=6.091227, mean=3.001356, var=5.067389
[5686] data=3.706622, mean=3.001480, var=5.065840
[5687] data=1.557864, mean=3.001226, var=5.066839
[5688] data=2.303709, mean=3.001103, var=5.066770
[5689] data=2.260365, mean=3.000973, var=5.066757
[5690] data=0.940036, mean=3.000611, var=5.068786
[5691] data=4.524711, mean=3.000879, var=5.066697
[5692] data=4.190871, mean=3.001088, var=5.064801
[5693] data=5.927367, mean=3.001602, var=5.062331
[5694] data=4.123408, mean=3.001799, var=5.060480
[5695] data=4.397495, mean=3.002044, var=5.058463
[5696] data=5.809092, mean=3.002537, var=5.056000
[5697] data=5.385445, mean=3.002955, var=5.053598
[5698] data=3.600753, mean=3.003060, var=5.052144
[5699] data=-0.642162, mean=3.002420, var=5.057428
[5700] data=3.859085, mean=3.002570, var=5.055767
[5701] data=1.939411, mean=3.002384, var=5.056198
[5702] data=2.750293, mean=3.002340, var=5.055588
[5703] data=5.174290, mean=3.002721, var=5.053242
[5704] data=4.756664, mean=3.003028, var=5.051050
[5705] data=4.358587, mean=3.003266, var=5.049060
[5706] data=4.976750, mean=3.003612, var=5.046780
[5707] data=4.712323, mean=3.003911, var=5.044610
[5708] data=2.487128, mean=3.003820, var=5.044316
[5709] data=0.979227, mean=3.003466, var=5.046280
[5710] data=1.900939, mean=3.003273, var=5.046769
[5711] data=5.102112, mean=3.003640, var=5.044449
[5712] data=-0.426870, mean=3.003040, var=5.049232
[5713] data=3.987373, mean=3.003212, var=5.047484
[5714] data=2.297733, mean=3.003088, var=5.047429
[5715] data=5.309390, mean=3.003492, var=5.045053
[5716] data=1.414444, mean=3.003214, var=5.046281
[5717] data=0.484763, mean=3.002774, var=5.049153
[5718] data=4.952047, mean=3.003114, var=5.046887
[5719] data=0.742347, mean=3.002719, var=5.049272
[5720] data=3.563806, mean=3.002817, var=5.047855
[5721] data=0.948415, mean=3.002458, var=5.049866
[5722] data=4.482990, mean=3.002717, var=5.047813
[5723] data=4.839955, mean=3.003038, var=5.045594
[5724] data=3.249260, mean=3.003081, var=5.044465
[5725] data=4.347505, mean=3.003316, var=5.042489
[5726] data=1.388326, mean=3.003034, var=5.043757
[5727] data=2.172999, mean=3.002889, var=5.043867
[5728] data=-0.135511, mean=3.002341, var=5.047995
[5729] data=3.512484, mean=3.002430, var=5.046625
[5730] data=5.042856, mean=3.002786, var=5.044333
[5731] data=0.087580, mean=3.002277, var=5.047989
[5732] data=8.242894, mean=3.003192, var=5.046410
[5733] data=6.841872, mean=3.003861, var=5.044079
[5734] data=3.565178, mean=3.003959, var=5.042666
[5735] data=2.089283, mean=3.003800, var=5.042890
[5736] data=0.535647, mean=3.003369, var=5.045657
[5737] data=6.329999, mean=3.003949, var=5.043224
[5738] data=3.060509, mean=3.003959, var=5.042286
[5739] data=5.471339, mean=3.004389, var=5.039886
[5740] data=3.387426, mean=3.004456, var=5.038633
[5741] data=3.425347, mean=3.004529, var=5.037346
[5742] data=2.092021, mean=3.004370, var=5.037568
[5743] data=0.246366, mean=3.003890, var=5.040899
[5744] data=0.924407, mean=3.003528, var=5.042949
[5745] data=6.291037, mean=3.004100, var=5.040515
[5746] data=0.435157, mean=3.003653, var=5.043471
[5747] data=5.137779, mean=3.004024, var=5.041156
[5748] data=-0.426614, mean=3.003427, var=5.045910
[5749] data=-0.373872, mean=3.002840, var=5.050544
[5750] data=3.501167, mean=3.002927, var=5.049188
[5751] data=5.158273, mean=3.003301, var=5.046867
[5752] data=6.398008, mean=3.003892, var=5.044449
[5753] data=1.319461, mean=3.003599, var=5.045824
[5754] data=1.615188, mean=3.003357, var=5.046731
[5755] data=-0.437182, mean=3.002760, var=5.051500
[5756] data=0.528789, mean=3.002330, var=5.054265
[5757] data=2.699023, mean=3.002277, var=5.053720
[5758] data=1.382579, mean=3.001996, var=5.054986
[5759] data=2.803867, mean=3.001961, var=5.054321
[5760] data=-0.356733, mean=3.001378, var=5.058901
[5761] data=3.088322, mean=3.001393, var=5.057934
[5762] data=5.360134, mean=3.001803, var=5.055565
[5763] data=2.280922, mean=3.001678, var=5.055529
[5764] data=6.122727, mean=3.002219, var=5.053091
[5765] data=1.532411, mean=3.001964, var=5.054120
[5766] data=0.050449, mean=3.001452, var=5.057826
[5767] data=3.552370, mean=3.001548, var=5.056428
[5768] data=3.482325, mean=3.001631, var=5.055091
[5769] data=1.183856, mean=3.001316, var=5.056679
[5770] data=6.732653, mean=3.001963, var=5.054334
[5771] data=2.381780, mean=3.001855, var=5.054170
[5772] data=4.776624, mean=3.002163, var=5.051994
[5773] data=5.279550, mean=3.002557, var=5.049649
[5774] data=3.886674, mean=3.002710, var=5.047991
[5775] data=4.149994, mean=3.002909, var=5.046152
[5776] data=1.132745, mean=3.002585, var=5.047828
[5777] data=3.641734, mean=3.002696, var=5.046360
[5778] data=6.997640, mean=3.003387, var=5.044098
[5779] data=-1.895779, mean=3.002540, var=5.052467
[5780] data=3.372553, mean=3.002604, var=5.051232
[5781] data=0.391757, mean=3.002152, var=5.054248
[5782] data=3.177789, mean=3.002182, var=5.053197
[5783] data=5.670414, mean=3.002644, var=5.050785
[5784] data=2.104255, mean=3.002488, var=5.050983
[5785] data=-0.188229, mean=3.001937, var=5.055180
[5786] data=7.567305, mean=3.002726, var=5.053172
[5787] data=-0.536110, mean=3.002114, var=5.058133
[5788] data=7.346194, mean=3.002865, var=5.056014
[5789] data=2.887669, mean=3.002845, var=5.055262
[5790] data=3.977433, mean=3.003013, var=5.053543
[5791] data=4.111150, mean=3.003205, var=5.051733
[5792] data=4.877574, mean=3.003528, var=5.049524
[5793] data=1.973122, mean=3.003350, var=5.049904
[5794] data=2.988292, mean=3.003348, var=5.049048
[5795] data=2.480073, mean=3.003258, var=5.048766
[5796] data=4.240891, mean=3.003471, var=5.046877
[5797] data=-1.302218, mean=3.002728, var=5.053663
[5798] data=4.649140, mean=3.003012, var=5.051554
[5799] data=4.131466, mean=3.003207, var=5.049735
[5800] data=2.014926, mean=3.003037, var=5.050055
[5801] data=0.420908, mean=3.002591, var=5.053006
[5802] data=3.096090, mean=3.002608, var=5.052040
[5803] data=3.919400, mean=3.002766, var=5.050366
[5804] data=-0.006330, mean=3.002247, var=5.054168
[5805] data=2.252296, mean=3.002118, var=5.054169
[5806] data=2.440104, mean=3.002021, var=5.053934
[5807] data=4.595499, mean=3.002295, var=5.051854
[5808] data=7.642129, mean=3.003094, var=5.049894
[5809] data=2.343005, mean=3.002981, var=5.049782
[5810] data=2.689568, mean=3.002927, var=5.049254
[5811] data=3.027921, mean=3.002931, var=5.048359
[5812] data=4.092373, mean=3.003119, var=5.046569
[5813] data=2.177855, mean=3.002977, var=5.046671
[5814] data=2.477919, mean=3.002886, var=5.046392
[5815] data=4.771030, mean=3.003190, var=5.044237
[5816] data=4.169639, mean=3.003391, var=5.042399
[5817] data=4.288710, mean=3.003612, var=5.040489
[5818] data=3.144702, mean=3.003636, var=5.039481
[5819] data=1.974994, mean=3.003459, var=5.039858
[5820] data=7.602611, mean=3.004250, var=5.037880
[5821] data=4.120922, mean=3.004441, var=5.036076
[5822] data=4.875151, mean=3.004763, var=5.033882
[5823] data=0.885245, mean=3.004399, var=5.035975
[5824] data=1.658334, mean=3.004168, var=5.036810
[5825] data=1.647786, mean=3.003935, var=5.037660
[5826] data=4.711942, mean=3.004228, var=5.035535
[5827] data=2.080831, mean=3.004069, var=5.035769
[5828] data=5.040941, mean=3.004419, var=5.033517
[5829] data=3.828864, mean=3.004560, var=5.031921
[5830] data=1.579761, mean=3.004316, var=5.032874
[5831] data=4.965636, mean=3.004652, var=5.030650
[5832] data=5.033234, mean=3.005000, var=5.028403
[5833] data=3.736671, mean=3.005126, var=5.026879
[5834] data=4.130258, mean=3.005318, var=5.025076
[5835] data=2.588116, mean=3.005247, var=5.024674
[5836] data=4.681808, mean=3.005534, var=5.022568
[5837] data=7.482025, mean=3.006301, var=5.020531
[5838] data=-0.596007, mean=3.005684, var=5.025602
[5839] data=2.564965, mean=3.005609, var=5.025228
[5840] data=5.186773, mean=3.005982, var=5.022938
[5841] data=0.947334, mean=3.005630, var=5.024921
[5842] data=2.256278, mean=3.005501, var=5.024928
[5843] data=0.824771, mean=3.005128, var=5.027124
[5844] data=0.126022, mean=3.004636, var=5.030642
[5845] data=-1.013354, mean=3.003948, var=5.036672
[5846] data=5.366400, mean=3.004352, var=5.034338
[5847] data=0.668760, mean=3.003953, var=5.036809
[5848] data=3.071885, mean=3.003964, var=5.035878
[5849] data=4.400159, mean=3.004203, var=5.033917
[5850] data=0.351849, mean=3.003750, var=5.036982
[5851] data=-0.447368, mean=3.003160, var=5.041698
[5852] data=1.303059, mean=3.002869, var=5.043075
[5853] data=6.926845, mean=3.003540, var=5.040818
[5854] data=3.402560, mean=3.003608, var=5.039575
[5855] data=3.089600, mean=3.003623, var=5.038627
[5856] data=6.200689, mean=3.004169, var=5.036233
[5857] data=2.831492, mean=3.004139, var=5.035555
[5858] data=4.409526, mean=3.004379, var=5.033592
[5859] data=6.323098, mean=3.004945, var=5.031209
[5860] data=4.694621, mean=3.005234, var=5.029106
[5861] data=2.103589, mean=3.005080, var=5.029310
[5862] data=3.873116, mean=3.005228, var=5.027691
[5863] data=2.897505, mean=3.005210, var=5.026946
[5864] data=4.241297, mean=3.005420, var=5.025083
[5865] data=5.586929, mean=3.005861, var=5.022717
[5866] data=5.055511, mean=3.006210, var=5.020477
[5867] data=1.670518, mean=3.005982, var=5.021294
[5868] data=4.180462, mean=3.006182, var=5.019470
[5869] data=0.012394, mean=3.005672, var=5.023207
[5870] data=7.489208, mean=3.006436, var=5.021185
[5871] data=5.060519, mean=3.006786, var=5.018945
[5872] data=2.382651, mean=3.006680, var=5.018796
[5873] data=1.555482, mean=3.006433, var=5.019785
[5874] data=0.402359, mean=3.005989, var=5.022749
[5875] data=2.866529, mean=3.005966, var=5.022040
[5876] data=2.659591, mean=3.005907, var=5.021560
[5877] data=3.987665, mean=3.006074, var=5.019866
[5878] data=1.164780, mean=3.005760, var=5.021471
[5879] data=2.472919, mean=3.005670, var=5.021210
[5880] data=2.018153, mean=3.005502, var=5.021531
[5881] data=0.917675, mean=3.005147, var=5.023551
[5882] data=2.334256, mean=3.005033, var=5.023459
[5883] data=-0.199613, mean=3.004488, var=5.027623
[5884] data=1.842373, mean=3.004291, var=5.028184
[5885] data=2.238468, mean=3.004160, var=5.028211
[5886] data=2.483267, mean=3.004072, var=5.027934
[5887] data=4.396114, mean=3.004308, var=5.025989
[5888] data=7.636646, mean=3.005095, var=5.024053
[5889] data=-0.056974, mean=3.004575, var=5.027916
[5890] data=2.338360, mean=3.004462, var=5.027817
[5891] data=0.896911, mean=3.004104, var=5.029866
[5892] data=3.618531, mean=3.004209, var=5.028450
[5893] data=5.400561, mean=3.004615, var=5.026129
[5894] data=-0.205213, mean=3.004071, var=5.030295
[5895] data=3.958504, mean=3.004233, var=5.028624
[5896] data=-0.584290, mean=3.003624, var=5.033610
[5897] data=4.879865, mean=3.003942, var=5.031442
[5898] data=2.691093, mean=3.003889, var=5.030924
[5899] data=2.301572, mean=3.003770, var=5.030870
[5900] data=2.439563, mean=3.003674, var=5.030646
[5901] data=6.314978, mean=3.004236, var=5.028281
[5902] data=-1.118991, mean=3.003537, var=5.034505
[5903] data=1.888267, mean=3.003348, var=5.034997
[5904] data=5.417627, mean=3.003757, var=5.032676
[5905] data=0.447723, mean=3.003324, var=5.035529
[5906] data=-2.363497, mean=3.002415, var=5.045008
[5907] data=5.137127, mean=3.002777, var=5.042756
[5908] data=2.070620, mean=3.002619, var=5.042996
[5909] data=2.567000, mean=3.002545, var=5.042618
[5910] data=6.612812, mean=3.003156, var=5.040302
[5911] data=6.383128, mean=3.003728, var=5.037948
[5912] data=1.746424, mean=3.003515, var=5.038640
[5913] data=6.221129, mean=3.004059, var=5.036271
[5914] data=5.549191, mean=3.004490, var=5.033929
[5915] data=2.560983, mean=3.004415, var=5.033562
[5916] data=3.278803, mean=3.004461, var=5.032445
[5917] data=3.468102, mean=3.004539, var=5.031160
[5918] data=5.107779, mean=3.004895, var=5.028923
[5919] data=3.248616, mean=3.004936, var=5.027836
[5920] data=4.332327, mean=3.005160, var=5.025937
[5921] data=4.788782, mean=3.005462, var=5.023815
[5922] data=1.376984, mean=3.005187, var=5.025067
[5923] data=1.376821, mean=3.004912, var=5.026318
[5924] data=6.031619, mean=3.005423, var=5.023946
[5925] data=3.474202, mean=3.005502, var=5.022659
[5926] data=0.902894, mean=3.005147, var=5.024690
[5927] data=6.615733, mean=3.005756, var=5.022381
[5928] data=-1.516392, mean=3.004993, var=5.029566
[5929] data=2.357011, mean=3.004884, var=5.029445
[5930] data=2.783351, mean=3.004847, var=5.028830
[5931] data=4.021529, mean=3.005018, var=5.027126
[5932] data=4.434114, mean=3.005259, var=5.025176
[5933] data=0.474669, mean=3.004832, var=5.027970
[5934] data=3.942048, mean=3.004990, var=5.026322
[5935] data=0.662960, mean=3.004596, var=5.028770
[5936] data=3.797079, mean=3.004729, var=5.027227
[5937] data=5.738903, mean=3.005190, var=5.024872
[5938] data=4.452626, mean=3.005433, var=5.022914
[5939] data=-2.968132, mean=3.004428, var=5.034118
[5940] data=4.689130, mean=3.004711, var=5.032045
[5941] data=4.085165, mean=3.004893, var=5.030302
[5942] data=0.086857, mean=3.004402, var=5.033838
[5943] data=3.540551, mean=3.004492, var=5.032497
[5944] data=3.149618, mean=3.004517, var=5.031508
[5945] data=3.989570, mean=3.004682, var=5.029829
[5946] data=5.087464, mean=3.005033, var=5.027608
[5947] data=1.267877, mean=3.004741, var=5.029025
[5948] data=5.386966, mean=3.005141, var=5.026727
[5949] data=5.002537, mean=3.005477, var=5.024536
[5950] data=1.204388, mean=3.005174, var=5.026055
[5951] data=3.676661, mean=3.005287, var=5.024608
[5952] data=3.569089, mean=3.005382, var=5.023248
[5953] data=5.084877, mean=3.005731, var=5.021032
[5954] data=4.618748, mean=3.006002, var=5.018997
[5955] data=0.176170, mean=3.005527, var=5.022355
[5956] data=3.630348, mean=3.005632, var=5.020946
[5957] data=2.961987, mean=3.005624, var=5.020148
[5958] data=-1.162320, mean=3.004925, var=5.026424
[5959] data=5.072668, mean=3.005272, var=5.024213
[5960] data=1.017584, mean=3.004938, var=5.026037
[5961] data=5.872910, mean=3.005419, var=5.023682
[5962] data=6.154869, mean=3.005948, var=5.021329
[5963] data=3.924288, mean=3.006102, var=5.019702
[5964] data=1.675151, mean=3.005878, var=5.020499
[5965] data=3.787854, mean=3.006010, var=5.018972
[5966] data=0.619977, mean=3.005610, var=5.021488
[5967] data=3.675142, mean=3.005722, var=5.020047
[5968] data=3.836036, mean=3.005861, var=5.018486
[5969] data=0.749320, mean=3.005483, var=5.020770
[5970] data=4.848725, mean=3.005792, var=5.018642
[5971] data=5.077363, mean=3.006139, var=5.016435
[5972] data=5.883649, mean=3.006620, var=5.014085
[5973] data=3.215169, mean=3.006655, var=5.013043
[5974] data=4.109077, mean=3.006840, var=5.011298
[5975] data=2.653172, mean=3.006781, var=5.010836
[5976] data=3.712681, mean=3.006899, var=5.009371
[5977] data=1.654047, mean=3.006672, var=5.010200
[5978] data=-1.298692, mean=3.005952, var=5.016791
[5979] data=2.829123, mean=3.005923, var=5.016135
[5980] data=1.535108, mean=3.005677, var=5.017136
[5981] data=6.501176, mean=3.006261, var=5.014827
[5982] data=4.512683, mean=3.006513, var=5.012854
[5983] data=0.823295, mean=3.006148, var=5.015006
[5984] data=2.600788, mean=3.006080, var=5.014603
[5985] data=0.674017, mean=3.005691, var=5.017015
[5986] data=2.277855, mean=3.005569, var=5.016996
[5987] data=4.551942, mean=3.005827, var=5.015005
[5988] data=5.872006, mean=3.006306, var=5.012663
[5989] data=0.217475, mean=3.005840, var=5.015923
[5990] data=3.767293, mean=3.005967, var=5.014418
[5991] data=4.542128, mean=3.006224, var=5.012434
[5992] data=3.516076, mean=3.006309, var=5.011129
[5993] data=1.587791, mean=3.006072, var=5.012052
[5994] data=4.090890, mean=3.006253, var=5.010324
[5995] data=2.620696, mean=3.006189, var=5.009900
[5996] data=-2.428743, mean=3.005283, var=5.019437
[5997] data=3.532344, mean=3.005370, var=5.018118
[5998] data=-0.088747, mean=3.004855, var=5.021977
[5999] data=-0.771005, mean=3.004225, var=5.027297
[6000] data=2.738542, mean=3.004181, var=5.026736
[6001] data=2.353051, mean=3.004072, var=5.026621
[6002] data=-3.204132, mean=3.003038, var=5.038415
[6003] data=2.963896, mean=3.003031, var=5.037616
[6004] data=2.587780, mean=3.002962, var=5.037220
[6005] data=3.504875, mean=3.003046, var=5.035922
[6006] data=6.234663, mean=3.003584, var=5.033591
[6007] data=-1.381892, mean=3.002854, var=5.040338
[6008] data=6.212837, mean=3.003388, var=5.038006
[6009] data=4.662732, mean=3.003664, var=5.035967
[6010] data=5.066827, mean=3.004008, var=5.033776
[6011] data=1.818799, mean=3.003810, var=5.034356
[6012] data=1.336007, mean=3.003533, var=5.035647
[6013] data=8.588900, mean=3.004462, var=5.034418
[6014] data=2.626052, mean=3.004399, var=5.033983
[6015] data=-0.573622, mean=3.003804, var=5.038847
[6016] data=2.672891, mean=3.003749, var=5.038358
[6017] data=1.073914, mean=3.003428, var=5.040065
[6018] data=2.332882, mean=3.003317, var=5.039971
[6019] data=2.171202, mean=3.003179, var=5.040079
[6020] data=2.793977, mean=3.003144, var=5.039458
[6021] data=0.936298, mean=3.002801, var=5.041391
[6022] data=3.833392, mean=3.002939, var=5.039841
[6023] data=3.749170, mean=3.003063, var=5.038352
[6024] data=6.623326, mean=3.003663, var=5.036083
[6025] data=6.454273, mean=3.004236, var=5.033783
[6026] data=1.353837, mean=3.003962, var=5.035045
[6027] data=3.333574, mean=3.004017, var=5.033899
[6028] data=3.345050, mean=3.004074, var=5.032743
[6029] data=3.589637, mean=3.004171, var=5.031382
[6030] data=2.904315, mean=3.004154, var=5.030649
[6031] data=4.366047, mean=3.004380, var=5.028766
[6032] data=2.833945, mean=3.004352, var=5.028106
[6033] data=7.023943, mean=3.005018, var=5.025948
[6034] data=4.304702, mean=3.005233, var=5.024101
[6035] data=1.193932, mean=3.004933, var=5.025615
[6036] data=5.106693, mean=3.005281, var=5.023422
[6037] data=2.774545, mean=3.005243, var=5.022829
[6038] data=2.590439, mean=3.005175, var=5.022438
[6039] data=-0.704473, mean=3.004560, var=5.027575
[6040] data=2.572287, mean=3.004489, var=5.027204
[6041] data=-0.600460, mean=3.003892, var=5.032107
[6042] data=5.972171, mean=3.004383, var=5.029781
[6043] data=0.506597, mean=3.003970, var=5.032464
[6044] data=3.660594, mean=3.004079, var=5.031050
[6045] data=2.739035, mean=3.004035, var=5.030493
[6046] data=2.418848, mean=3.003938, var=5.030298
[6047] data=-0.846857, mean=3.003301, var=5.035743
[6048] data=1.873571, mean=3.003114, var=5.036243
[6049] data=2.505766, mean=3.003032, var=5.035945
[6050] data=4.860632, mean=3.003339, var=5.033839
[6051] data=-1.355073, mean=3.002619, var=5.040470
[6052] data=0.826352, mean=3.002259, var=5.042578
[6053] data=5.193218, mean=3.002621, var=5.040365
[6054] data=0.705252, mean=3.002242, var=5.042683
[6055] data=3.211149, mean=3.002276, var=5.041650
[6056] data=4.095060, mean=3.002457, var=5.039931
[6057] data=5.423299, mean=3.002856, var=5.037667
[6058] data=1.016735, mean=3.002528, var=5.039455
[6059] data=0.535751, mean=3.002121, var=5.042071
[6060] data=4.610609, mean=3.002387, var=5.040073
[6061] data=-0.053677, mean=3.001883, var=5.043808
[6062] data=4.875218, mean=3.002192, var=5.041700
[6063] data=2.901430, mean=3.002175, var=5.040970
[6064] data=6.070088, mean=3.002681, var=5.038654
[6065] data=2.799975, mean=3.002647, var=5.038030
[6066] data=4.652537, mean=3.002919, var=5.036016
[6067] data=-1.854445, mean=3.002119, var=5.043880
[6068] data=2.405352, mean=3.002020, var=5.043698
[6069] data=2.799680, mean=3.001987, var=5.043074
[6070] data=5.361770, mean=3.002376, var=5.040826
[6071] data=2.451190, mean=3.002285, var=5.040591
[6072] data=3.436649, mean=3.002357, var=5.039363
[6073] data=2.277972, mean=3.002237, var=5.039335
[6074] data=2.797521, mean=3.002204, var=5.038715
[6075] data=3.965612, mean=3.002362, var=5.037086
[6076] data=1.071147, mean=3.002044, var=5.038779
[6077] data=2.417038, mean=3.001948, var=5.038584
[6078] data=4.678625, mean=3.002224, var=5.036561
[6079] data=3.210933, mean=3.002258, var=5.035534
[6080] data=6.470340, mean=3.002829, var=5.033259
[6081] data=1.299582, mean=3.002549, var=5.034590
[6082] data=6.231299, mean=3.003080, var=5.032289
[6083] data=1.942702, mean=3.002905, var=5.032693
[6084] data=5.456764, mean=3.003309, var=5.030434
[6085] data=0.116893, mean=3.002834, var=5.033824
[6086] data=1.599851, mean=3.002604, var=5.034704
[6087] data=-0.643264, mean=3.002005, var=5.039656
[6088] data=1.870272, mean=3.001819, var=5.040154
[6089] data=3.034217, mean=3.001824, var=5.039295
[6090] data=3.769182, mean=3.001950, var=5.037808
[6091] data=4.168126, mean=3.002142, var=5.036055
[6092] data=5.033204, mean=3.002475, var=5.033904
[6093] data=2.710262, mean=3.002427, var=5.033379
[6094] data=1.269121, mean=3.002143, var=5.034754
[6095] data=1.329781, mean=3.001868, var=5.036033
[6096] data=5.130347, mean=3.002217, var=5.033855
[6097] data=2.344647, mean=3.002110, var=5.033747
[6098] data=2.489036, mean=3.002025, var=5.033470
[6099] data=6.897516, mean=3.002664, var=5.031298
[6100] data=6.093257, mean=3.003171, var=5.028997
[6101] data=0.293149, mean=3.002727, var=5.032043
[6102] data=0.019455, mean=3.002238, var=5.035612
[6103] data=-0.235194, mean=3.001707, var=5.039688
[6104] data=2.559953, mean=3.001635, var=5.039328
[6105] data=1.695649, mean=3.001421, var=5.040066
[6106] data=2.975331, mean=3.001417, var=5.039266
[6107] data=6.332674, mean=3.001962, var=5.036984
[6108] data=5.889405, mean=3.002435, var=5.034687
[6109] data=5.487181, mean=3.002842, var=5.032432
[6110] data=6.681720, mean=3.003444, var=5.030207
[6111] data=-0.611844, mean=3.002852, var=5.035075
[6112] data=2.082587, mean=3.002702, var=5.035294
[6113] data=2.939460, mean=3.002691, var=5.034533
[6114] data=2.458125, mean=3.002602, var=5.034292
[6115] data=3.461085, mean=3.002677, var=5.033053
[6116] data=3.693168, mean=3.002790, var=5.031631
[6117] data=3.071046, mean=3.002801, var=5.030742
[6118] data=2.435631, mean=3.002708, var=5.030529
[6119] data=3.731544, mean=3.002828, var=5.029078
[6120] data=2.938677, mean=3.002817, var=5.028320
[6121] data=4.639430, mean=3.003084, var=5.026331
[6122] data=2.092558, mean=3.002936, var=5.026538
[6123] data=-0.673493, mean=3.002335, var=5.031529
[6124] data=-1.131561, mean=3.001660, var=5.037549
[6125] data=2.625058, mean=3.001599, var=5.037119
[6126] data=3.975803, mean=3.001758, var=5.035497
[6127] data=3.486087, mean=3.001837, var=5.034239
[6128] data=5.479321, mean=3.002241, var=5.031992
[6129] data=1.287754, mean=3.001961, var=5.033330
[6130] data=3.067838, mean=3.001972, var=5.032445
[6131] data=3.809170, mean=3.002104, var=5.030940
[6132] data=2.255304, mean=3.001982, var=5.030942
[6133] data=2.875170, mean=3.001961, var=5.030248
[6134] data=1.774201, mean=3.001761, var=5.030875
[6135] data=3.155252, mean=3.001786, var=5.029909
[6136] data=2.079215, mean=3.001636, var=5.030130
[6137] data=4.587719, mean=3.001894, var=5.028169
[6138] data=-0.652499, mean=3.001299, var=5.033098
[6139] data=-0.505233, mean=3.000728, var=5.037708
[6140] data=3.886133, mean=3.000872, var=5.036150
[6141] data=3.092913, mean=3.000887, var=5.035241
[6142] data=3.315977, mean=3.000938, var=5.034130
[6143] data=5.424074, mean=3.001333, var=5.031899
[6144] data=1.500785, mean=3.001088, var=5.032912
[6145] data=1.638738, mean=3.000867, var=5.033725
[6146] data=6.132484, mean=3.001376, var=5.031444
[6147] data=-0.851898, mean=3.000749, var=5.036802
[6148] data=6.132039, mean=3.001259, var=5.034521
[6149] data=5.377578, mean=3.001645, var=5.032302
[6150] data=2.725305, mean=3.001600, var=5.031766
[6151] data=1.498035, mean=3.001356, var=5.032782
[6152] data=3.350783, mean=3.001413, var=5.031643
[6153] data=4.626007, mean=3.001677, var=5.029670
[6154] data=5.146139, mean=3.002025, var=5.027508
[6155] data=2.037817, mean=3.001868, var=5.027782
